"Cell01" "Cell02" "Cell03" "Cell04" "Cell05" "Cell06" "Cell07" "Cell08" "Cell09" "Cell10" "Cell11" "Cell12" "Cell13" "Cell14" "Cell15" "Cell16" "Cell17" "Cell18" "Cell19" "Cell20" "Cell21" "Cell22" "Cell23" "Cell24" "Cell25" "Normal"
"ACOT4" 19.6052 0 0 5.99936 1.26563 0 0 23.9286 0 5.06383 0 22.3289 0 0 1.71602 9.99729 37.3103 2.15699 0 0 0 7.91411 0 0 0 0
"ACOT6" 2.39968 0 0 1.46328 0 0 0 0 0 0 0 0.835537 0 0 5.26727 0 0 0 0 33.1445 0 0 0.395962 0 0 0
"ACOT7" 59.2413 58.6876 19.3104 28.7932 51.3441 0.189413 0 24.9146 2.58853 29.5482 14.9789 0.184084 20.4508 6.48071 28.3373 16.7808 0 27.8181 0.667361 121.385 0 4.39397 10.6009 26.6827 31.1363 0
"ACOT8" 36.5124 3.20684 25.3829 24.1921 1.11924 32.9011 0 0 16.6792 22.9131 41.3344 6.22299 0 0 24.8129 3.94447 76.4013 43.4203 43.9976 1.83224 0 42.189 16.3761 0 0 0
"ACOT9" 0 12.9086 22.1191 5.36858 17.3999 0 0 0 0 28.1442 0 0.148968 0 0 17.2781 14.5506 10.0552 15.0882 3.2426 19.5331 3.28784 62.2092 31.429 0 0 0
"ACOX1" 0.103788 17.1695 9.27341 0.947782 4.66818 1.6281 0 0.546403 31.8926 3.96538 2.1725 20.8937 4.16348 7.92328 0.0303126 11.3108 10.1305 9.22792 2.14386 0 0 1.88983 2.27282 4.6525 0 0
"ACOX2" 1.27473 48.3484 25.3262 28.4654 74.1063 0 8.16298 123.073 28.8552 67.4137 7.40725 16.6357 4.23895 3.37331 0 110.985 0.0861367 70.1812 98.9337 0 0 3.05168 3.00778 39.2323 130.095 0
"ACOX3" 0 0 0 0 0 0 0 0.172393 0 0 0 0 0 0 0.669249 0 0 2.63776 0 0 0 0 4.86077 0 0 0
"ACP1" 115.604 54.0087 117.358 87.5173 58.7539 0 0 99.4927 0.331893 22.1097 0 55.4512 17.9191 0 12.2341 29.9672 16.5463 122.269 67.962 0 0 123.278 140.403 0 0 0
"ACP2" 24.1631 46.9401 15.1847 22.1912 26.6116 26.8291 0 0 2.68143 31.2475 48.8689 29.4556 0.159368 6.6148 4.24165 66.8081 0.0906989 0 0 1.52812 0.164358 19.9467 18.9248 7.36275 0 0
"ACP5" 75.183 55.3689 9.19836 37.7584 113.468 15.1783 0 73.6545 7.26768 1.67536 103.741 62.8723 34.9901 0 93.8026 47.2865 11.1278 19.4087 0 50.3893 0.257814 14.3098 25.8057 7.08317 0 0
"ACP6" 27.4916 43.4323 17.4731 15.5333 50.2758 0 0 16.5302 19.5071 28.629 0 20.437 0 8.55156 0 0.0767311 33.4484 23.6282 0 0 12.4772 3.59147 39.872 0 0 0
"ACSBG1" 0 0 0 3.37673 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ACSF2" 0 1.02138 27.242 3.89929 1.89706 0.134009 0 0 0 29.353 0 9.87695 0 0 23.4582 20.1627 0 19.8854 0 0 0 0 0 0 0 0
"ACSF3" 0 0 0 0 0 0 0 0 0 0 9.80295 0.0831103 0 0 0 20.6228 2.9273 0 0 0 0 0 0.138111 43.8789 0 0
"ACSL1" 54.0002 55.2429 193.38 70.6529 81.7598 22.018 2.42306 131.339 93.697 104.231 0 64.515 0.179781 97.5659 6.79568 101.865 92.2824 174.841 132.015 0.215398 1.11179 113.647 89.4209 10.5978 123.458 0
"ACSL3" 12.0147 31.5323 18.5349 7.67622 6.89027 0 0.4557 34.652 1.82407 2.7243 0 6.60934 0 0 0 0.0911802 46.7201 7.53481 5.80551 0 12.5294 1.64016 24.8128 0.605527 0 0
"ACSL4" 0 0 0 0 5.64163 0 0 0.0930062 0 0.792381 0 0.0462943 0 0 0 0.0255432 0 0 0 0 0 5.19178 0 0 0 0
"ACSL5" 67.7085 67.7376 13.695 47.012 35.4895 0 0 81.6457 32.1617 28.4822 0 26.1541 0 67.7172 0.296815 27.5966 10.3611 17.2109 11.3702 0 0.109305 2.79485 1.15637 0 0 0
"ACSL6" 4.36666 1.58107 6.18778 3.31515 11.5984 0.037878 0.100996 0 9.72717 2.01792 0.601193 3.36757 0.0524639 0.040121 0 5.06921 21.5802 0 6.08812 0 0 0 3.03716 0 0 0
"ACSM1" 15.5678 33.243 40.4574 41.7209 69.1467 14.3254 0 22.8599 0.241898 22.3207 21.1094 22.5802 13.7914 117.607 4.34765 77.9018 0.588921 8.71831 51.8065 0 0 20.5103 8.48458 0 33.0798 0
"ACSM2A" 42.4896 58.6391 20.1569 14.3734 56.4251 2.33854 0.222626 31.213 66.142 13.231 4.65072 10.8307 0 244.259 11.4929 79.7911 0.131425 9.77488 23.2625 1.755 0 0.240725 43.2375 20.4404 0 0
"ACSM2B" 100.267 229.694 119.28 114.315 71.5079 5.75195 6.55071 61.9784 137.904 95.1123 94.3369 54.1927 41.9806 516.373 14.3945 186.352 22.3982 55.5814 56.7164 0.115578 5.9713 24.1419 84.8914 11.1395 0 0
"ACSM3" 0 1.07297 0.605245 26.2259 0 0 0 0 0 4.62635 0 3.69985 0 0 0 1.36427 29.4177 0.736502 0.734213 0 0 0.11484 0 0 0 0
"ACSM5" 9.51787 24.2989 1.58106 7.90404 29.4163 0 0 0 0 32.4126 0 10.2715 0 34.8195 3.22488 3.44544 0 12.6113 2.4674 23.802 3.71033 2.40001 5.07358 0 0 0
"ACSS1" 0 21.4458 0.117675 4.23545 0 33.8954 0.412174 0 0 0 0 9.04542 0.428096 0 10.2257 20.9324 0 6.01355 0 38.3626 0 25.4202 0 0 6.43861 0
"ACSS2" 19.8059 19.2646 6.31054 2.34745 56.0079 0 0 1.52337 0 6.5676 17.6393 0 0 0 8.53303 0.092859 75.1162 32.1389 39.6479 0 0 10.5264 3.40304 33.9262 0 0
"ACSS3" 11.65 16.7117 0 2.88695 11.5224 0 0 0 3.47082 6.00356 0.810207 0.0788554 0 0 0.552775 1.17486 17.4382 0.167301 16.539 0.090124 0 0 15.5527 28.0341 0 0
"ACTA2" 0 24.8077 29.3293 0 8.16054 0 0 0 20.5974 21.0159 0 0.373107 106.18 0 0 0 7.88324 15.8696 0 5.73087 0 0 2.64989 0 63.5517 0
"ACTB" 1664.46 1631.53 1200.94 899.651 1383.77 236.602 247.856 1982.3 2001.16 1803.88 1301.4 1323.44 176.25 2552.83 600.394 999.386 1394.02 952.201 1142.72 277.785 31.2179 838.449 2638.39 798.91 685.11 8379.66
"ACTG1" 101.759 226.245 134.841 97.7378 226.648 88.4509 0 716.345 212.757 150.389 253.045 147.233 50.8244 328.108 49.5606 73.8843 242.261 77.5736 112.652 49.0804 17.8716 159.438 590.753 105.08 60.103 1245.22
"ACTL6A" 0 26.7134 12.8905 22.4315 0 97.5444 0 0 15.3964 9.01249 0 12.7005 0 0 0 4.23828 43.209 14.5909 6.15775 23.3923 0 0 21.0729 0 0.396372 319.115
"ACTN1" 10.9289 2.64666 26.845 15.3779 8.33544 0 0 8.91598 13.051 19.6493 3.25413 35.5469 0 67.2165 6.24782 3.53128 4.8634 0.742132 9.20843 14.4931 9.58194 15.4082 16.0462 3.96376 19.4229 0
"ACTN4" 23.8072 47.1256 45.4307 21.3574 27.9267 40.0576 3.77261 22.9595 35.6879 26.257 29.697 21.5969 2.1302 23.6252 2.80193 32.3689 9.1913 14.0053 15.2405 12.1815 5.71018 0.236193 29.668 6.5406 6.39951 57.3767
"ACTR10" 0 18.1994 2.60916 16.0002 17.3148 0 0 33.7139 25.1521 41.2083 69.4904 27.5202 0 0 0 24.7614 0 0.317469 14.1163 0 0 10.8918 29.3637 6.94474 0 80.1404
"ACTR1A" 3.44623 25.7286 21.4277 4.51752 24.0163 7.94472 0 0 1.00345 28.1614 20.2685 0.16716 18.4112 91.077 1.17162 3.45909 0 2.92617 0 21.2021 0 8.38092 0 0 3.14504 0
"ACTR1B" 5.41228 32.9197 0 9.85077 3.52395 0 10.7544 49.1872 4.78397 0 0 0.217178 0 0 0 9.82788 0 11.9878 7.78348 0.991611 0 9.38255 10.0181 16.3215 0 0
"ACTR2" 17.8285 27.3859 14.3322 12.1299 22.1238 0 0 0 29.996 22.9443 0.123016 13.0815 0 36.9935 7.03477 7.61544 15.3692 17.689 12.3733 0.205703 0 41.8683 6.0016 0 0 28.6908
"ACTR3" 21.1004 37.5517 31.334 8.23979 6.65131 0.0436534 0 80.4081 3.97539 9.95003 0.173265 11.9859 0 34.8501 0 22.9159 0 22.0099 0.498561 0 0.0623256 2.68008 8.94948 0 0.226982 302.484
"ACTR3B" 1.70109 0 0 0 4.02443 0 0 0.249093 0 0.942916 0 4.57666 1.58909 0 2.10291 2.18448 0 0 8.89403 0 0 0 0 0 0 0
"ACTR3C" 12.4635 0.339442 7.95675 23.8075 2.84429 0 0 107.343 0 29.3785 0 4.17229 0 0 0 9.57699 0 5.37443 0 0 0 49.794 0 0 0 0
"ACTR5" 0 0 0 0 3.65987 0 0 0 0 0 8.26386 0 0 0 0.098129 0.75749 0 0 0 0 9.24921 0 0.139147 0 0 0
"ACTR6" 0 32.8448 1.72022 14.51 1.3697 0 0 0 0 0.268409 0 22.5939 0 0 0 0 0 0.276679 42.5796 0 0 8.65322 1.98392 0 0 0
"ACTR8" 0 7.35838 0 8.97113 0 0 0 4.45352 0 0 2.00784 0 0 0 0 2.04935 0 6.77174 0 0 0 0 0 2.14903 0 0
"ACTRT3" 0 0 0 1.08173 0 0 0 0 0 0 0 0 0 0 0 4.72078 0 17.2446 0 0 0 0 0 0 0 0
"ACVR1" 0 0 1.0238 6.28745 0 0 0 0.168673 0 0 0 0 0 0 0 8.60756 0 17.4386 0 0 0.123675 0.166508 26.2398 0 0 0
"ACVR1B" 5.24226 1.12066 1.35288 6.40076 2.2694 0 0 0 0 5.51077 0 9.57254 0.0740663 78.3749 0 2.45532 0 5.15657 0 0 0 18.6397 4.11044 0 1.53067 0
"ACVR1C" 0 0 0 0.0473665 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ACVR2A" 0 5.60673 0 0.234932 0 0 0 0 6.4693 0 0 0 0 0 0 0 0 3.05004 0 0 0 0 5.03794 0 0 0
"ACY1" 147.227 84.0355 113.657 115.177 428.959 1.09431 70.3436 130.118 129.048 335.162 54.1713 284.003 19.815 214.128 2.83114 193.53 295.703 33.7639 98.7885 6.65658 0 3.32919 91.9195 99.8808 19.9691 0
"ACY3" 5.60116 26.1005 25.2325 4.97817 7.24681 0 0 0 0 8.54764 0 33.9656 0.289148 40.7022 0 12.4624 23.6329 3.46153 12.7046 0 0 0 3.03391 62.6819 0 0.238696
"ACYP1" 0 19.4416 0 0 0 0 0 0 0 0 0 0 0 0 7.62796 0 0 0 0 99.5725 16.7368 0 0 0 0 0
"ACYP2" 0 15.5712 0 4.21221 5.31745 13.0479 0 0 0 4.60295 0 13.3559 0 0 5.02162 0.120871 0 11.416 36.0617 0 0 0 2.1777 0.803417 0 0
"ADA" 0 0 0 10.5584 0 0 0 0 0 0 24.1948 0 0 30.4425 0 1.01937 0 11.4208 0 0.191168 26.3957 0 0 0 0 0
"ADAL" 0 0 0 0 3.04501 0 0 0 0 6.63056 0 0 0 7.8022 0 4.65432 0 0 0.898836 0 0 0 0 0 2.66075 0
"ADAM10" 39.0254 7.57592 2.8182 3.13859 18.0872 2.43799 0 4.54762 11.9105 38.2996 23.0522 18.8941 0.0662058 63.4806 0.0463079 13.3307 31.253 1.02837 0.0419765 0 0 0 7.53571 19.1269 0 0
"ADAM11" 0 0 0 0 0 0 0 0 0 3.7401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADAM12" 0 0 0 0 0 0 0 0.0572333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADAM15" 22.3601 3.0176 5.03948 16.7706 34.0101 66.109 0 0 20.5815 8.88059 22.2797 4.07123 68.7177 15.2078 29.8236 0.0480691 4.6201 18.0169 16.8108 4.01526 122.475 15.0891 8.24455 0 0 0
"ADAM17" 0 0.103056 1.1615 0 0 0 0 0 0 0.126749 0 0.0666165 0 0 0.333682 0 0 0 7.74434 0.0761754 0 0 3.73326 0 0 13.4434
"ADAM19" 0 0 0 0 0.401294 0 0 0 0 0 0 0 0 0 0 0 0 2.13117 0.0320652 0 0 0 0 0 0 0
"ADAM1A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0466985 0 0 0 0 0 0 0 0 0 0
"ADAM21" 0 0 0 1.26501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADAM21P1" 0 0 0 0.421881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADAM23" 0 0 0 0 0 0 0 0 0 7.11567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADAM6" 0 0 0 0 0 0 0 0.548334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADAM8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.70118 0 0 0 0 0 6.79486 113.195
"ADAM9" 0 11.1687 0 1.13981 0 0 0 0 5.72771 0 0 0.0601381 0 0 0 0 0 0 0 0 0 0.119419 0 0 0 0
"ADAMTS1" 0 0 0 0 0 0 0.069191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADAMTS10" 0 0 0 0 0 5.92125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADAMTS13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.27967 0 0 0 0 0 0 0 0 0
"ADAMTS17" 17.7566 2.87371 0.317345 0.253723 14.0253 2.63913 0.603041 4.46172 1.5281 9.55405 10.8421 13.3658 3.49876 8.02677 0 13.6438 62.932 9.84245 1.68812 0 0 0.686544 0.335756 0 0 0
"ADAMTS18" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.959068 0 0 0 0 0 0 0
"ADAMTS4" 0 0 0 0 0 0 0 0 0 0 0 0 0.0774297 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADAMTS5" 0 0 0 0 0 0 0 0 0 0 0 0.023592 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADAMTS9" 0 0 0 0.273359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADAMTSL2" 0 0 0 0 0 0 0 0 15.4541 0 0 0 0 0 0 0 0 0 0.0575305 0 0 0 10.4698 0 0 0
"ADAMTSL4" 12.3723 2.54507 8.50486 5.52713 8.01585 2.46442 28.3895 3.4202 0.113415 6.47418 1.04863 2.32584 20.0703 0 2.55812 6.22894 0 8.48145 7.41472 0 11.0581 0.337781 13.0773 0.298074 52.1736 0.0661339
"ADAMTSL5" 6.21176 0 0 0 10.1011 0 18.2938 0 0 15.2062 0.345609 2.35435 28.6245 0 12.9653 3.89754 0 0 0 0 20.3388 0 0 0 22.1478 0
"ADAP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.725517 0 0 0 0 0 0 0 0 0 0
"ADAR" 14.095 43.6188 29.7845 36.8245 50.8495 1.24009 0.0485726 24.4861 14.0804 53.6242 17.0735 10.8534 0.757744 0 6.3954 30.4865 26.3188 38.8404 20.4986 4.92182 4.27052 32.1123 24.1907 0 2.5591 0.0410011
"ADARB1" 0 0 0 0.714757 0 0 0 0 0 0 0 0.0677521 0 0 0 0 0 0 0 0 0 15.8757 0 0 0 0
"ADARB2" 0 0 0 0 6.35188 0 0 0.599413 0 0.567386 0 0 0 0 0 0 0.308997 0 0 0 0 0 0.481145 0 0 0
"ADAT1" 20.3006 0.723057 0 1.74568 0 0 0 0 0 1.1434 0 0 0 0 13.2453 0 0 0 0 0.152669 0 0 0 0 0 0
"ADAT2" 0 0 6.55734 0.0642456 0 5.11708 0 0 0 0 0 0.0368866 0 0 3.77282 0 0 0.351861 0 0 0 0 0 0 0 0
"ADC" 0 0 0 0 0 0 0 0 0 13.964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADCK1" 0.839823 19.646 1.15024 0 20.4072 0 1.00741 10.8389 0 16.2895 0 0 0 0 4.64172 0 0 0 0 0 0 0 18.2459 55.0801 0 0
"ADCK2" 11.89 19.0072 7.92664 7.38514 15.4168 10.0209 11.9343 59.2377 11.5782 0 12.9506 24.3701 7.52552 0 11.4701 27.4104 0 46.5806 10.1201 6.83813 0 34.3539 1.31902 23.8484 27.4668 0
"ADCK3" 3.66336 41.2319 23.6002 22.1635 17.5754 23.5585 0.112943 0 0 10.9281 0 14.1884 46.3423 11.2497 9.93687 16.6545 5.66762 37.9351 4.69096 0 44.8817 28.5793 5.58602 24.0476 159.38 0
"ADCK4" 0 0.92182 0 0 0 0.737871 0.163882 0 0 0 0 0.119196 4.08469 0 10.2534 16.7094 0 0 11.6778 0 0 14.3268 0 0 160.125 0
"ADCK5" 0 0 0 0 0 0.773648 0 32.735 25.2972 0 0 4.50038 0 0 0.250027 0 0 0 0 0 0 0 0.798576 0 5.03592 0
"ADCY6" 3.57902 0.730252 0 0 0.447363 0 0 0 0 0.224327 0 0 0 0 1.81408 0 0 0 0 0 0.0518467 0 0 0.864649 0.105804 0
"ADCY7" 0 0.232638 0.0655119 0 0 0 0 3.09545 0 0 0 0 0 0 0 0 0 0 0 0 0 0.298375 0 0 0 2.18965
"ADCY9" 5.34639 0 0 1.23971 2.89234 0 0 0 11.3174 6.59604 0 0 0 0 0 0 0 2.4517 0 0 0 0 1.19895 0 0 0
"ADD1" 6.84573 11.4132 2.8004 15.7029 21.6456 25.3513 0 9.20757 38.7808 7.58278 18.5757 3.45067 0 0 6.61726 18.0885 0 13.3743 1.24296 0.0679832 3.51386 24.0917 8.18715 0 0 42.7376
"ADD3" 0 0 0 0 0 0 0 0 0 0 0 0.112076 0.0802603 0.0614585 0 0 0 0 0 0 0 0 0 0 0 0
"ADH1A" 144.725 140.193 188.984 94.3735 144.415 0 0 1.0412 189.508 329.974 289.024 489.262 0.48993 192.467 0 262.746 13.1419 162.753 113.619 0 0 0.171005 128.393 85.8174 0 0
"ADH1B" 48.371 142.292 102.898 124.762 232.126 0 0.493712 0.360731 453.973 105.836 41.4628 524.606 0.256385 25.8786 0.179494 269.345 0.583101 146.788 145.434 0 0 12.3738 38.9962 101.547 0 0
"ADH1C" 0.493519 95.2035 318.136 83.6787 73.7592 0 0 5.49521 138.37 65.4001 0.885805 392.607 0.818517 12.1373 0 80.862 0.116632 235.975 45.4015 0 0 28.374 174.504 0 0 0
"ADH4" 43.2 240.185 210.503 77.8431 116.371 0 0 0 110.766 6.46572 28.6866 152.029 0 0 0 34.0468 0 86.9907 45.2396 0 0 0 71.2554 0 0 0
"ADH5" 77.0625 162.723 89.6777 65.4945 88.0399 29.9417 0 37.4163 68.0536 45.3014 145.587 59.8 5.4744 297.643 8.57792 72.5892 46.615 62.0027 56.6799 5.6231 0 76.6644 94.5645 26.0627 0 181.394
"ADH6" 46.0086 28.6601 82.7702 29.4824 13.7939 0 0.118179 57.669 48.6069 50.6532 49.039 31.4996 0 0.0941916 0 1.60544 0 90.8813 97.1508 0 0 4.04202 13.5193 0 0 0
"ADHFE1" 25.3952 14.8894 29.463 25.091 18.3947 0 0 0 9.77864 49.275 104.993 31.2556 7.15068 0 1.58227 38.7944 0 21.8498 19.9719 56.8478 0 20.9631 9.82936 0 0.354129 0
"ADI1" 10.1605 135.872 292.246 120.624 71.7122 0 27.8695 137.735 58.3214 79.4578 50.1922 341.897 0.647789 27.2932 63.119 186.196 4.80162 291.643 165.04 0 0 119.374 102.063 120.551 0 0
"ADIPOR1" 46.8293 96.0658 80.7118 86.6266 60.8777 0.749401 0 149.724 55.3028 52.8385 2.49016 42.0138 1.55568 0.132923 82.9502 54.9932 115.643 95.9059 55.9002 5.94145 1.4262 184.252 72.1849 174.456 36.7464 0
"ADIPOR2" 0.203756 29.918 13.3411 23.7759 3.2759 0.061353 0 4.41152 0.355833 10.946 0.121852 2.01693 0 113.485 0.118883 1.86575 0 13.1465 25.5961 0.0678546 0 15.3076 8.66818 0 0 169.689
"ADIRF" 9.04111 2.93759 0 10.0384 0 0 45.7087 0 3.85304 0 3.94078 11.4123 0 0 0 11.822 0 20.863 10.6934 0 0 0 3.04806 0 0 0
"ADK" 0 111.677 83.9399 10.0747 134.393 0 0 0 80.1236 105.735 142.147 37.634 0 1.32313 0 37.5515 0.806981 0 104.599 0 0 91.0505 14.9864 20.0305 0 0
"ADM" 0 0 0 2.81611 17.99 8.10886 0 0 0 0 29.1307 0 0 0 0 7.21565 0 11.2324 0 0 0 0 0 0 0 0
"ADM2" 0 0 0 0.406234 0 7.11328 0 0 0 2.77167 0 0 0.0834644 0 0 0 0.426504 0 0 28.3349 0 0.0578351 0 0 0 0
"ADM5" 0 0 0 2.44754 0 0 0 0 0 0 0 0 0 0 0 1.80628 0 0 0 0 0 0 0 0 0 0
"ADNP" 0.199429 10.1256 0.539898 2.56312 0.566285 0 0 0 7.27373 5.74247 1.19264 1.27793 0.111018 0 0 12.414 0 1.6828 0.211153 6.51713 0 1.76746 3.40548 0 0 0
"ADNP2" 0 0 2.32604 4.49951 1.3989 0 0 0 0 0 0 0.0430505 0 0 0 0.427558 0.0350065 0 0.156485 12.9105 0 0 5.83164 0 16.2125 0
"ADO" 0 2.45131 0 0.773208 1.54404 0 0 0 0 0 0 0.0633815 0 0 0 0 0 0 0 0 0 3.45997 0 0 0 0
"ADORA2A" 15.944 0 21.0387 16.1152 25.3768 0 0 0 25.6961 27.3845 0 0 0 48.729 15.4398 9.62471 0 26.1482 0 0 0 0 0 21.1267 0 0
"ADORA2A-AS1" 0 2.77313 0 2.3038 0 0 0 0 0.286009 0 0 0 0 0.313436 0 0 0 0 0 0 0 0 0 0 0 0
"ADPGK" 0 2.33437 0 0.991106 0 0 0.741441 0 24.6094 16.4286 0 0 0 0 0 0 0 10.7569 0 0 0 0.214119 4.61633 13.8319 0 0
"ADPRH" 0 3.4985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ADPRHL1" 0 0 0 3.72278 0 1.09952 0.732618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17.2138 8.04274 0 0 0
"ADPRHL2" 0 0.231903 0 15.7111 0.972488 46.5082 0 0 0 0 0 0 0 51.5638 32.5166 21.6846 0 0 1.22333 0 0 0 5.53606 0 110.694 0
"ADPRM" 0 0 6.22292 1.48212 0 0 0 0 0 0 0 0 0 0 0 3.93359 0 0 0 0 0 0 19.5191 0 0 0
"ADRA1A" 3.66086 0 2.66491 0 0 0 0 0 17.4151 4.28371 0 0 0.151749 0 0 7.09227 0 0.23961 0 0 0 0.639901 7.13782 0 0 0
"ADRA1B" 0 0 0 0 1.94194 0 0 0 0 0 0 0 0 0 0 0.720516 0 0 0 0 0 0 0.926553 0 0 0
"ADRB2" 0 0 0 9.31679 6.69253 0 0 0 0 0 0 0 0 0 0 12.4557 0 16.4914 0 0 0 0 0 2.22441 0 0
"ADRBK1" 0 0 0.600303 1.44018 5.14352 6.8339 0 0 0 0 0 13.0139 0 0 3.7247 2.01373 0 11.1733 3.62697 0.314918 0 0.273392 0.14654 1.00937 2.59177 21.8495
"ADRBK2" 0 0 0 0.790217 0 0.0261126 0 0 0 0 0 0 0.108517 0 0.0505793 0 0 0 0 0 0.0372858 0.0750333 0 0 0 0
"ADRM1" 36.5363 18.0334 53.7112 50.5286 65.4111 19.4545 0 0.778145 70.7385 88.4768 40.2936 36.5197 73.2989 24.3881 129.28 27.6796 76.1805 10.8782 65.0556 40.1746 47.0226 9.40814 89.6833 0 155.701 0
"ADSL" 61.8064 124 93.6222 52.3989 28.9571 0 70.4671 93.6467 10.5318 31.6184 181.027 83.8377 0 95.0085 63.4196 88.3838 80.6694 15.1701 51.8844 10.998 0 61.5593 138.97 31.893 82.7719 0
"ADSS" 25.2731 13.5188 0 0 0.842785 0 0 0 0 0.329462 0 0 0 0 0.519792 0.620735 0 1.10167 0.0785506 0 0 0.343642 2.08739 0 4.88372 0
"ADSSL1" 19.2844 0 10.5413 18.3244 22.3801 0 0 68.9684 0 0 0 6.75734 0 0 0 6.82424 13.4385 6.873 0 0 0 0.14282 0 0 0 0
"AEBP2" 0 0 0 1.21113 0 0 0 0 0 0.488292 0 0.051347 0 0 0 0 0 1.36101 0 0 0 0.458629 9.64768 0 0 0
"AEN" 0 0 0.133594 0.934853 0 0 0 0 0 0 0 0 0 0 0 0 11.0245 0 0 0 0 0 8.96777 0 0 0
"AES" 39.8603 26.4717 12.4543 19.8394 75.236 72.2631 25.9976 15.5753 55.8913 71.9453 48.01 56.8061 25.9629 77.0534 36.3274 43.7816 28.7445 30.9059 3.3012 0.518375 97.5351 15.9567 53.2363 3.89337 30.963 291.42
"AFAP1" 0 0 0 0 0 0 0 0 0 0 0 0.12203 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AFAP1L1" 0 0 0 0 0 0 0 0 0 0 0 0 0.0823582 0 0 0 0 0 0 0 0 0 0 0 0 0
"AFF1" 0 0.342164 0.941952 0.299478 0.0398973 0 0 0 0 0.0466466 0 0 0 0 0.0246222 0 0 1.04147 0 0 0 1.68202 0 0 0 0
"AFF2" 0 0 0 0 0 0 0 0.0370896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AFF3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0282435 0 0.0228997 0 0 0 0 0 0 0 0 0
"AFF4" 0 0.40509 0.0414704 0.953161 6.38295 0 0 2.58017 3.18493 0 1.12363 0.0238009 0.0341496 0.339204 0 0.433337 0.232264 0.554791 0.0216384 0 3.30885 0 1.1645 0 0 0
"AFG3L1P" 0 0 0 0 0 0 12.9647 0 0 0 0 0 0 0 0 0 0.10436 0 0 0 0 0 0 0 83.3948 0
"AFG3L2" 22.9547 49.2681 24.9851 41.0236 42.3106 46.0403 0 58.6696 12.4746 56.2308 0 8.83444 0 0 12.1199 14.2969 23.7815 61.0278 23.6621 9.16536 0 29.6995 12.5349 0 0 0
"AFM" 45.7594 93.6871 32.9946 81.8356 177.955 0 30.6047 51.3606 8.2238 231.371 108.987 51.1217 0 128.257 0 84.3659 93.1183 76.8702 23.3525 0 29.6656 0 59.4159 0 0 0
"AFMID" 2.51266 5.87538 1.27523 2.8063 8.29236 0 0 7.36342 0 10.3111 0.300328 4.38366 0 0.962964 0.291894 2.1775 0 4.19137 0.794654 0 0 10.5996 27.4912 0 0 0
"AFP" 0 2.81967 0 3.18138 0.9858 0 0 0 0 3.47429 0 0 0 0 0 0.670753 0 0.12905 0 0 0 0 5.95218 0 0 0
"AFTPH" 0 2.52206 1.72554 0.912791 10.6817 0 1.84602 0 0 13.2798 0 5.46867 2.58511 0 0 28.7445 0 6.16872 1.42707 0 0 5.77842 0.206332 0 0 0
"AGA" 21.4106 17.9929 0.854355 11.4822 18.5108 0 0 0 0 10.076 19.7195 0 0 0 12.8275 22.438 0 4.76421 24.2025 0.139584 0 29.9061 22.8599 0 0 0
"AGAP1" 0 0.52679 0 0 2.59412 0 0 0 0 0 0 0 0 0 0 0 0 7.47834 0 0 0 0 0 0 0 0
"AGAP2-AS1" 0 0 0 0 0 0 0 0 0 0 0 0.168018 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AGAP3" 13.453 8.07649 0 19.0076 6.38761 113.259 0 0.350039 0 0 3.43769 13.391 0 0 22.8308 18.8194 18.6428 0.0923038 3.86994 28.5277 86.0909 47.368 2.45743 29.3376 184.322 0
